Comment	CreateTimeStamp	Type	videoID	videoTitle
talks about klingon shows a vulcan	2018-12-01T11:05:56.000Z	Comment	vN2XkH8m1rg	The Big Bang Theory: Before They Were Stars | ⭐OSSA
MAYIM NEEDS TO BE PIMPED OUT	2018-12-01T09:37:02.000Z	Comment	vN2XkH8m1rg	The Big Bang Theory: Before They Were Stars | ⭐OSSA
I have a huge crush on Myam	2018-12-01T08:01:19.000Z	Comment	vN2XkH8m1rg	The Big Bang Theory: Before They Were Stars | ⭐OSSA
I will miss the entire cast This show would not be such a huge hit if not for every single actor that played these characters Long Live TBBT	2018-12-01T04:00:34.000Z	Comment	vN2XkH8m1rg	The Big Bang Theory: Before They Were Stars | ⭐OSSA
it seems false you sayd the fist thinng he bought was a piano so this was his first money how can that be	2018-11-30T23:38:49.000Z	Comment	vN2XkH8m1rg	The Big Bang Theory: Before They Were Stars | ⭐OSSA
I guess I cant blame you Jim for wanting to do other things with your life Your acting skills are solid and it s only common sense to want to use them to your potential Your Shelton Cooper role will be shirley mist My love and understanding yours truly Theresa Carpenter	2018-11-30T18:55:58.000Z	Comment	vN2XkH8m1rg	The Big Bang Theory: Before They Were Stars | ⭐OSSA
Jim Parsons believes Halloween was a Celtic festival There never was a Celtic Halloween the ancient Celts developed a brilliant highly spiritual civilisation which the morally rotten Romans could not match	2018-11-30T16:25:23.000Z	Comment	vN2XkH8m1rg	The Big Bang Theory: Before They Were Stars | ⭐OSSA
One of the most interesting sitcoms Well done	2018-11-30T15:24:46.000Z	Comment	vN2XkH8m1rg	The Big Bang Theory: Before They Were Stars | ⭐OSSA
Mayim is who I ll miss the most but hopefully she ll be in some more great shows in the future I have always loved everything I ve seen her in	2018-11-30T02:19:23.000Z	Comment	vN2XkH8m1rg	The Big Bang Theory: Before They Were Stars | ⭐OSSA
It seems when going over her credits the or episodes she was on the original MacGyver series gets overlooked	2018-11-30T00:14:22.000Z	Comment	vN2XkH8m1rg	The Big Bang Theory: Before They Were Stars | ⭐OSSA
All of them always got a good laugh out of the show	2018-11-29T20:05:20.000Z	Comment	vN2XkH8m1rg	The Big Bang Theory: Before They Were Stars | ⭐OSSA
I will miss them all Jim why	2018-11-30T18:48:01.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
Well I imagine after the series ends everyone will probably go back to some kind of life with the families for a while raise children and whatnot But hopefully they ll come back soon at least a couple of them and you know entertain us for a few more years with another great show they all dont have to be on the same show of coarse Thank you very much for these past almost seasons for bringing happiness and light hearted humor to us good luck in the time to come have fun and enjoy life	2018-11-30T00:19:51.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
all of them with	2018-11-29T15:54:40.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
all of them	2018-11-28T13:33:18.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
All of them great characters played really well	2018-11-28T11:52:15.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
Christel Headington same here my heart is breaking reading the comments	2018-11-28T08:52:35.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
EVERYONE It will be a very very sad day	2018-11-28T08:51:37.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
None of them	2018-11-28T01:24:32.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
Let me see uhmmmm NO ONE	2018-11-27T08:50:05.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
asdf asdf yeah especially Bernadette s perfect pillows that are soft and firm at the same time and you wouldn t suffocate laying face down into them	2018-11-27T08:29:21.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
Sheldon	2018-11-27T08:02:52.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
knockknock penny knockknock penny knockknock penny	2018-11-27T06:45:28.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
i think it s the right time for it to have ended though	2018-11-27T06:07:19.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
duh Sheldon and Amy Howard is really good too detest Raj and Bernadette and Penny Leonard would be alright if he d develop some self respect and a backbone So yeah Sheldon Amy and Howard	2018-11-27T06:06:59.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
and you forgot the roles the chars played in this s show	2018-11-27T06:05:36.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
way to many adds	2018-11-27T06:04:48.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
Penny and Bernadette s jugs	2018-11-27T05:21:12.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
OSSA penny and Bernadette s jugs	2018-11-27T05:19:59.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
Charles Damery I used to think Kaley Cuoco was the hottest girl on the show but now the new girl who works at the comic book store overshadows her	2018-11-27T03:12:37.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
Rick Go exactly How the hell they forgot Stewart is a mystery to me	2018-11-27T03:07:44.000Z	Reply	vN2XkH8m1rg	The Big Bang Theory Before They Were Stars OSSA
The racist creators have been making the Indian guy sit on the floor since years and now that a white guy was asked to sit they all started adjusting on the couch Wow	2018-12-05T14:04:51.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
This show has really degraded	2018-12-04T16:48:08.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
Also Raj should stop insulting India by constantly sitting on the floor He needs a new seating arrangement for sure	2018-12-03T14:32:46.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
Why is Raj s wife so fucking ugly They couldn t find a beautiful Indian hottie What the hell	2018-12-03T14:23:16.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
So simple and yet so hard for the geniuses	2018-12-03T09:35:21.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
But most of the Indian wedding doesn t check their RSVP and have seating arrangements Even wedding card addresses to you spouse your family along with extended family are welcome in Sanskrit sa kutumba sa parivaara sametham ga unless it s political personell or high end celebrity But Raj parents are doctors and rich So it s status symbol to have more people attending the wedding	2018-12-02T02:33:17.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
Now I think about it I bet the writers didn t give Raj a girlfriend before because they didn t have a spot for her around the living room table	2018-12-01T15:26:25.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
by the end of the series we BETTER hear the elevator ding and work and we better learn penny s last name i vote for Bladget rhymes with gadget	2018-12-01T15:03:16.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
I think you hadn t uploaded epi and	2018-11-30T08:32:40.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
A theoritical physicist that graduated cal tech at the age of a princeton experimental physicist an mit engineer a microbiologist a neuroscientist an astrophysicist and none of them could get more chairs lol	2018-11-30T01:40:46.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
I am still at th season and just saw this video Omg they are looking so old	2018-11-29T19:15:49.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
now tats funny	2018-11-28T22:54:22.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
Anu is ugly as fuck	2018-11-27T19:48:16.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
Why dont they just use their desk chairs or the ones at the kitchen counter	2018-11-27T17:08:20.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
I don t know why everyone is hating on Anu she already has to get used to Rajs friends in a short period of time and some of her personality has came through she s just real laid back Give her a chance they re rushing them as a relationship so give her a few more episodes	2018-11-27T10:43:49.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
Leonards right Sheldon should sit on the floor	2018-11-27T07:37:58.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
Is it just me who cringes everytime raj talks these days or is it just me	2018-11-26T12:20:47.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
I ll miss this when it ends luckily I m a much dumber version of Sheldon all the quirks without the genius	2018-11-26T04:00:27.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
At least they could find a little bit beautiful girl for Anu s character	2018-11-26T00:51:57.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
Sheldon That might be the dumbest thing you ve ever said Lost My Shit When He Said This	2018-11-25T09:23:59.000Z	Comment	uJjONwzTJbc	The Big Bang Theory - New Seating Arrangements (S12E08)
Was it time for The Big Bang Theory to end	2018-08-29T19:01:02.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
The show is terrible	2018-12-05T02:48:03.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
I just wish that I could have a pear of her beautiful panties	2018-12-02T10:59:50.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
Thank God this horrible show was cancelled	2018-11-29T03:21:35.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
this is sad	2018-11-28T11:27:47.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
Personally I never cared for Sheldon Cooper or Jim Parsons for that matter I suggest they simply kill him off in an episode where he s robbed or something and continue the show Amy can get remarried and the show can go on It s a pity when a LibTard such as Jim Parsons can be so arrogant to walk away from the show and only doing it because of his ego Screw you Sheldon you were the worst character on the show anyways I found a few of Penny s Ex Boyfriends far more useful for the show then Sheldon EVER WAS This is MY OPINION and I m sticking to it Cheers	2018-11-24T01:32:37.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
I dont want the show to end	2018-11-23T22:32:43.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
I don t understand shows like this It must be an American sensibility Everything is so NICE and ROSEY It s like Friends and HIMYM It s like everybody lives happily ever after and rainbows and kisses People have to be likable in American TV or the audience will tune out I just don t understand the funny I liked when American sitcoms were centered around standup comedians like the s shows At least they had material Nobody is funny on this show	2018-11-21T00:53:26.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
So sad	2018-11-18T20:59:44.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
No wonder Sheldon is almost a middle age man years old I think He must have exceptional genes that reproduce very quickly he is like year old who like inside year old person	2018-11-18T02:50:06.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
Everyone talking about how the shows gonna end like Leonard and penny will have a kid but Im hoping they finally fix the elevator	2018-11-17T01:01:59.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
I HATED that show Urgjhhhj Good riddance	2018-11-16T19:50:49.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
And the deterioriating show quality is not a big deal Kudos	2018-11-16T18:35:04.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
The characters actors are getting old as in wrinkles and sag Same happened with Friends The actors are too old for the characters They look sad ridiculous and they re basically annoying the same was Chandler was annoying he became an old man trying to play a something It s just not believable that an elder bunch of nerds would be behaving that way Show should have ended years ago but people got addicted to it so it staggered forward and finally fell over	2018-11-16T18:10:07.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
the real reason because jim parsons wanted to do something else	2018-11-16T13:43:59.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
Sheldon plays sheldon no matter what role he is in	2018-11-15T15:17:06.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
Im glad its ending tbh I kind of got bored of it I mean they were all getting married and stuff and the joke about them being nerds who fail at getting woman just wasn t there anymore	2018-11-15T00:04:24.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
It s a shame to see this go it was such an inspiration to me	2018-11-14T08:19:42.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
My prediction after Big Bang Theory ends they all go back into obscurity	2018-11-13T17:18:13.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
Please don t end the bang theory	2018-11-13T16:03:26.000Z	Comment	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
It s a terrible show	2018-12-05T02:48:18.000Z	Reply	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
Noooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo it is not time	2018-10-27T11:46:22.000Z	Reply	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
No There s so much left to explore Them having and raising kids Raj coming out Bernadette leaving Howard and the kids most of them getting disillusioned about their careers	2018-10-19T12:27:17.000Z	Reply	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
Should have ended seasons ago	2018-10-12T12:48:44.000Z	Reply	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
Logan Dervish James Arness	2018-10-11T17:46:16.000Z	Reply	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
Yes	2018-09-29T02:30:39.000Z	Reply	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
yeah should have years ago	2018-09-27T15:45:56.000Z	Reply	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
Looks like Everything has an end I ve watched all seasons with boxxy software I ll be missing it	2018-09-26T08:29:24.000Z	Reply	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
No I think it would ve been good to see them have families and then end the show	2018-09-26T04:44:01.000Z	Reply	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
No I feel there is much more storyline if they wished to continue	2018-09-26T00:54:40.000Z	Reply	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
Yeah I think it was time	2018-09-25T18:01:25.000Z	Reply	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
YES IT WAS TIME RIGHT FROM THE FIRST EPISODE AND IT SHOULD BE CALLED THE FAGOTS IN ONE FLOOR	2018-09-25T02:44:25.000Z	Reply	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
Yes	2018-09-22T05:10:53.000Z	Reply	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
That show does not suck	2018-09-21T03:33:41.000Z	Reply	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
Looper noooo	2018-09-21T03:25:35.000Z	Reply	nMdEtQgA2fw	The Real Reason Why The Big Bang Theory Is Ending
that fatty was so below raj s standard like way way below	2018-12-04T10:07:38.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
What kind of heartless monster hates all forms of music even depressed emo people like music wow	2018-12-01T18:15:19.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
I really hope Raj and Anu get married or if they decide not to get married but still be together at the end of the series No more woman for Raj I thought Lucy will be the one	2018-11-30T22:46:35.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
No offense but I cant get my thing stand up in a million years if I see her naked	2018-11-24T17:28:18.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
i love the fact that only anu pronounces raj s name correctly	2018-11-24T11:51:21.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
It s been seasons since I ve gotten tired of raj he is so fucking annoying the show will be better without him	2018-11-20T18:34:09.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
So from what Ive seen in the comment section of several videos men think Penny is a horrid bitch a bully who doesnt love Leonard but they would marry that blonde bitch over a sweet smart girl like Anu	2018-11-20T17:41:45.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
I can relate on the music thing actually I don t like most music	2018-11-19T21:21:25.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
Poor guy got the ugliest girl	2018-11-19T12:22:50.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
What a well written scene Raj killed it	2018-11-18T22:23:40.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
kunal have a super model wife in real life	2018-11-18T04:38:28.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
I like how supportive Anu is Not a fan of Penny She and Lenord really need to sort their relationship or breakup	2018-11-18T02:15:45.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
Even Beyonce Lol Of course Beyonce s music is rubbish	2018-11-17T22:13:20.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
How does someone not like music	2018-11-17T20:18:47.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
Funny although men don t talk about intimate acts that much	2018-11-17T01:09:34.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
God damn she doesn t like music And here I thought I had problems xD Also Raj my dear Raj Beyonce is a terrible example if you want to turn someone towards music I really fail to see how this fabricated mass produced pop bullshit gets any listeners Queen Queen of what Generic dance music maybe not even that pretty either	2018-11-16T21:41:00.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
she looks like a man to me	2018-11-16T17:35:15.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
Anu is a buffalo Native Americnans chased her around the prairie Mountain Lions tried to pounce on her from the rocks She is UGLY Accept it	2018-11-16T14:58:56.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
Not liking music would be my break long point	2018-11-16T14:47:27.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
Watching each episode with enjoyment and sadness altogether knowing each episode is taking us closer to the END of this Brilliant Amazing show	2018-11-16T11:20:27.000Z	Comment	RZu4Z6Yu22o	The Big Bang Theory - Raj tells Anu the truth behind his talking with woman
Hello Lalita lol	2018-12-06T04:00:15.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
HOLD ON HONEY MEN AT WORK	2018-12-05T22:07:43.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
this woman Russian c no body language No movement like africans	2018-12-05T21:01:22.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
Hey my first Jew	2018-12-05T20:51:56.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
The Whore of Omaha folksy tale gets delightfully better every time I get regaled by it	2018-12-05T17:25:58.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
damn the part where they re wearing paintball stuff looks like they all got their shit rocked	2018-12-05T15:58:55.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
Keep it real babe	2018-12-05T12:58:11.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
Wow this is such shite	2018-12-05T08:42:11.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
true dat	2018-12-05T07:16:14.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
nice	2018-12-05T07:06:20.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
nice	2018-12-05T07:06:16.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
This show was funny when they were all single losers working on a theory on how to create a perfect girlfriend	2018-12-05T04:42:05.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
penny holding her laugh	2018-12-05T04:08:21.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
Bbt was amazing until they all started getting a gf and behaving normally	2018-12-04T17:48:57.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
I love penny s big boobs	2018-12-04T15:56:33.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
hit that pause button just sayin	2018-12-04T14:27:16.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
It s amazing how Penny show s off her breasts in every single scene	2018-12-04T12:29:18.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
Wtf mostlysane outro	2018-12-04T08:03:37.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
flawless russian lol	2018-12-04T07:47:09.000Z	Comment	YClRgs1VXjs	"""Howard all flirting with penny"" The big bang theory | Part 1"
Kripke is really gray	2018-12-06T02:44:06.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
Leonard ends up counseling with sheldon and buys his own laser	2018-11-26T20:26:18.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
In what part of that is any one happy	2018-11-22T02:13:12.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
Is it just me or that girl sounds like Sophie from Broke Girls	2018-11-20T11:07:14.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
Leonard s to nice	2018-11-20T03:57:01.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
There so old now except Howard lol	2018-11-17T14:06:37.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
I m not happy Bob Not Happy	2018-11-07T22:56:03.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
Damn Kripki got old	2018-11-07T16:50:19.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
I am a grown ass man those of you that agree with me about not liking a show that s fine if you like the show that s fine too but don t tell me what I can say about I can t say people keep commenting playing this Tic Tac b	2018-11-06T16:14:41.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
it got boring they got girlfriends their clothes are in dull colors lame jokes its not funny	2018-11-06T11:24:44.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
Haven t watch the full episode yet Watch today only on my channel	2018-11-06T11:12:41.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
I heard that big bang theory was shallow but fuck me it is in a shit tier of his own laugh tracks and everything	2018-11-06T09:41:40.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
You play d d til only one is left and they get the money	2018-11-05T20:36:02.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
He s thinking of Sheldon	2018-11-05T15:46:15.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
I ve watched all the episodes of the Big Bang theory and never have seen Sheldon be nice	2018-11-05T09:11:04.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
I ll stuff	2018-11-05T08:55:40.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
Alice from workaholics She s hot	2018-11-05T06:29:32.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
Im from asia and I LOVE TBBT Me and my Two brothers love it so much Even the channel here in SEA doesnt reach it I download it on internet and later we watch it tgt on computer or Tv TBBT eVeR	2018-11-04T18:50:35.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
It is true that everybody can t all be happy But honestly if you all please put thee vids time to and please wait patiently until when Leonard talks about Raj s research That s exactly where thee grant money has to go too Because it s not hard to say a big fat NO to that female who is actually talking about her own research And admitting to Berry Kripke by saying YES because Berry Kripke and over time Berry Kripke and that female will be thanking Leonard for choosing a good choice Whoever thinks that I should be working in a place like that for Like	2018-11-04T18:17:33.000Z	Comment	V8YGdcJBmGo	The Big Bang Theory - Everybody's Happy (S12E07)
or if you hold the ring for the longest gets to keep it	2018-11-06T05:10:08.000Z	Reply	V8YGdcJBmGo	The Big Bang Theory Everybody s Happy S E
Gave an awesome vow speech at his wedding	2018-11-08T05:34:57.000Z	Reply	V8YGdcJBmGo	The Big Bang Theory Everybody s Happy S E
As well as he complimented Amy s wedding dress said that she looked like a pile of swans	2018-11-08T05:34:06.000Z	Reply	V8YGdcJBmGo	The Big Bang Theory Everybody s Happy S E
He was when Howard s mother died	2018-11-08T05:33:03.000Z	Reply	V8YGdcJBmGo	The Big Bang Theory Everybody s Happy S E
Mr Sunglasses nope he is an asshole cry baby	2018-11-06T22:31:01.000Z	Reply	V8YGdcJBmGo	The Big Bang Theory Everybody s Happy S E
CAN SOMEONE KILL THAT UGLY BITCH I HATE HER AND TAYLOR SWIFT SO DANN MUCH MAN	2018-12-01T18:03:28.000Z	Comment	mPO8EZzajfs	The Big Bang Theory - Best of Penny - All Seasons Part 1
She s never funny just rude	2018-11-25T09:47:11.000Z	Comment	mPO8EZzajfs	The Big Bang Theory - Best of Penny - All Seasons Part 1
damn	2018-11-24T04:52:34.000Z	Comment	mPO8EZzajfs	The Big Bang Theory - Best of Penny - All Seasons Part 1
SHENNY EVER	2018-11-07T06:35:15.000Z	Comment	mPO8EZzajfs	The Big Bang Theory - Best of Penny - All Seasons Part 1
She the fucking best normal and she adjust to their style	2018-11-04T21:25:32.000Z	Comment	mPO8EZzajfs	The Big Bang Theory - Best of Penny - All Seasons Part 1
Penny picked up the red wine	2018-10-24T03:00:47.000Z	Comment	mPO8EZzajfs	The Big Bang Theory - Best of Penny - All Seasons Part 1
I penny	2018-10-24T02:55:01.000Z	Comment	mPO8EZzajfs	The Big Bang Theory - Best of Penny - All Seasons Part 1
What s penny s maiden name I m curious	2018-10-22T13:56:00.000Z	Comment	mPO8EZzajfs	The Big Bang Theory - Best of Penny - All Seasons Part 1
I ve slept with guys for less Oh Penny	2018-10-22T02:25:52.000Z	Comment	mPO8EZzajfs	The Big Bang Theory - Best of Penny - All Seasons Part 1
pause really quick D	2018-10-16T16:23:45.000Z	Comment	mPO8EZzajfs	The Big Bang Theory - Best of Penny - All Seasons Part 1
I love Penny n Leonard they re cuuuute	2018-10-15T15:43:25.000Z	Comment	mPO8EZzajfs	The Big Bang Theory - Best of Penny - All Seasons Part 1
mmmmm penny	2018-10-04T22:06:55.000Z	Comment	mPO8EZzajfs	The Big Bang Theory - Best of Penny - All Seasons Part 1
The funniest part was when penny told Bernidet why the spot was Sheldons spot	2018-09-27T00:29:15.000Z	Comment	mPO8EZzajfs	The Big Bang Theory - Best of Penny - All Seasons Part 1
